,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.834884440113663e-07,3.447886260067165e-07,5.330962602103847e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.039218380098164e-07,0.00016011453347711903,0.00011494722347023918,4.2435523200826644e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5832624748503218e-05,0.0006317853738543072,0.000504823592877834,5.4715302727065855e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012937530135852024,0.0005512639685807386,0.0013100376456135195,0.0007807871046932097,2.3869981800464986e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6522202000516653e-08,0.0003972230193617379,0.0009668138295248335,0.0025113607852269215,0.0020241479344774303,6.866598097933762e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1217761600413322e-07,0.0005221160685821709,0.0031744158352398377,0.005115071877819641,0.0048518125007625135,0.0007866219891333234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3526323020263493e-06,0.001116478615413749,0.005542052807825959,0.00862783144398007,0.008632738051350166,0.002316422600523124,2.280909372044432e-06,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4162855868275893e-05,0.0013462934957482258,0.0051178036646256945,0.010714226986552713,0.012776434280900886,0.005738980157679796,0.0002558331604969836,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3818067242269175e-05,0.0011138794396176983,0.0050843326457010425,0.011319596247214505,0.0172742019071585,0.00998356684364048,0.0015756840208506944,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4719822110286742e-05,0.000751745293502644,0.004854676898578569,0.010898264546234299,0.01883675743801894,0.015397225671581938,0.0039078342871601245,9.229726296179795e-06,0.0,0.0,0.0,0.0,0.0
