,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9361207460377155e-06,4.323118926084214e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1217761600413322e-07,0.00010791883994010226,0.0001678590164612699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1217761600413322e-07,0.00048227972117739483,0.0005673364229930517,0.00016732857242125957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3339537760454654e-06,0.0004423107627626162,0.0009901268450832877,0.00133366892759598,3.2622308460635484e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1298458052220093e-05,0.0010919986229672722,0.0018018918817131009,0.002277514530188366,0.0007855345788513022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163985714081114e-06,8.500365741165587e-05,0.002077457560498469,0.0047412149184203585,0.004790095336707311,0.0027495832035955617,2.7317868060532153e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.161333493881063e-05,0.00029137291117767593,0.003839062217372785,0.00816480684145505,0.007983156279953512,0.005137111827682071,0.000782033648187234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.617854322031516e-05,0.00037608482436732614,0.00378798045631979,0.009250281002730195,0.011183563873153855,0.008125527460292286,0.003224118441788806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.206082283540375e-05,0.0003407042068986369,0.0034236449674386925,0.009507652450943208,0.013826368691495337,0.012307840015955756,0.0066737021227840036,0.0002131058930741513,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.31471032716197e-05,0.0003943055771416811,0.002569364841002051,0.008443767362096484,0.014474279564165958,0.01584648525126869,0.010329840712959224,0.00252926327157727,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.678742402052182e-05,0.00042382478796825613,0.0022456083211817445,0.006706377475648641,0.012839716254874118,0.016328022350790068,0.013406707889241162,0.007252920492273287,2.6522202000516653e-08,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.387111164627021e-05,0.0003714169168152352,0.002678901535264185,0.005316932357245574,0.009317329129387502,0.015200616588152109,0.016203739312215647,0.01262684906161797,0.000461910670040998,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3180404548451553e-05,0.00024644430098880074,0.0023188626431071713,0.005359818757880409,0.007084849298196013,0.012741875851694211,0.017462297363746167,0.016707263317195457,0.005173420722220779,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9202074248374057e-05,0.0003505174216388281,0.0017394055737998836,0.004427059435724239,0.006102228236278872,0.010135300361285435,0.01896764450489149,0.023579457599751327,0.014522947804836907,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2357086440630318e-06,0.00027100386004127915,0.001699436615385105,0.0034074664242183775,0.0044467919540126235,0.009342923054318001,0.023774342740051125,0.02942614441975522,0.02885326485654406,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.917442220056832e-07,9.871563584592298e-05,0.001493279539235089,0.0023019680004328423,0.003597789745774085,0.008297656551275638,0.019425948155460417,0.02213505847880319,0.034643008508852845,0.00442353198285817,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.251170026941252e-05,0.0007018570315396722,0.0015846220029248684,0.0026720853293500523,0.006596045115326491,0.012667136286456757,0.014943881672787106,0.026092091450674273,0.011276391580155663,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.274814039580673e-05,0.0004230821663122416,0.0012397538103121504,0.002487119492598449,0.004158734318085012,0.007915842931276201,0.009637266452119734,0.01809145703960242,0.014148693012407617,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028964896804764236,0.0002889593907956289,0.0004644302792310471,0.001536033328859922,0.002947889707953425,0.004960288306944626,0.006267037199510082,0.012196022412321579,0.015667407343361202,8.221882620160163e-07,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.664690408988268e-05,0.00012751874721848408,0.00026384286550113964,0.0006557349222607738,0.0015762675092947057,0.0029561115905735852,0.004370089745827129,0.008757843278186603,0.016980203297982773,0.00036245241253906056,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1457591264223194e-05,3.24896974506329e-05,0.0001073618736980914,0.00031354547205010786,0.0007191760294460095,0.0018138799170173345,0.0031934057318722077,0.006441022844633471,0.017508525561833067,0.0007759600639291157,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.569662420108497e-07,8.937982074174112e-06,6.996556887736293e-05,0.0002575040592230162,0.0006655216147989643,0.002251337116813856,0.00569917033247702,0.010207971194766852,0.01702107401126557,0.0016218326523315934,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018560236959961552,0.007354951403369275,0.00399999893911192,0.005328124726489792,0.006597291658820515,0.008241562094044546,0.008691272551165306,0.01157243239888543,0.006510192747450819,0.003278091122859857,0.0,0.0,0.0
